name,elev_ft,elev_m,lat,lon,activities,season,link
Red Mountain (OR),9560,2914,45.0646,-117.245,,,http://www.summitpost.org/red-mountain-or/151905
Rock Creek Butte,9106,2776,44.8167,-118.1025,Scrambling,"Summer, Fall",http://www.summitpost.org/rock-creek-butte/152910
Rocky Butte,612,187,45.54671,-122.56601,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/rocky-butte/991626
Rocky Top,5014,1528,44.7884,-122.2924,,,http://www.summitpost.org/rocky-top/155160
Rogers Peak (OR),3706,1130,45.6647,-123.5472,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/rogers-peak-or/262336
Rooster Rock (Columbia Gorge),120,37,45.5439,-122.25,,,http://www.summitpost.org/rooster-rock-columbia-gorge/151864
Rooster Rock (Menagerie),3567,1087,44.42,-122.3,,,http://www.summitpost.org/rooster-rock-menagerie/150867
Round Timber Mountain,1969,600,43.3516,-123.2228,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/round-timber-mountain/492049
Roxy Ann Peak,3573,1089,42.3545,-122.7857,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/roxy-ann-peak/258679
Ruby Peak,8874,2705,45.3533,-117.3536,,,http://www.summitpost.org/ruby-peak/151735
Mount Ruth,8600,2621,44.8942,-118.2316,,,http://www.summitpost.org/mount-ruth/155107
Sacajawea Peak,9838,2999,45.2451,-117.29298,,,http://www.summitpost.org/sacajawea-peak/151103
Saddle Mountain,6180,1884,44.52317,-121.88245,Scrambling,"Summer, Fall",http://www.summitpost.org/saddle-mountain/742441
Saddle Mountain,3283,1001,45.969,-123.6856,,,http://www.summitpost.org/saddle-mountain/150707
Salmon Butte,4877,1487,45.2279,-121.9347,,,http://www.summitpost.org/salmon-butte/154652
Sardine Mountain,4938,1505,44.7566,-122.2375,,,http://www.summitpost.org/sardine-mountain/154909
Sawtooth Mountain,7301,2225,43.3833,-122.1,,,http://www.summitpost.org/sawtooth-mountain/151312
Sawtooth Peak,9179,2798,45.3201,-117.3446,,,http://www.summitpost.org/sawtooth-peak/151331
Schreiner Peak,5710,1740,44.90073,-122.044,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/schreiner-peak/191344
Mount Scott,8929,2722,42.925,-122.0167,,,http://www.summitpost.org/mount-scott/151170
Scouters Mountain,940,287,45.44536,-122.50863,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/scouters-mountain/999129
Sentinel Peak,9401,2865,45.1635,-117.2263,,,http://www.summitpost.org/sentinel-peak/153300
Sheepshead Range HP (OR),6289,1917,42.9521,-118.1693,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sheepshead-range-hp-or/585366
Shellrock Mountain,2093,638,45.68401,-121.73758,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/shellrock-mountain/376195
Sisi Butte,5617,1712,44.89904,-121.84465,Hiking,"Summer, Fall",http://www.summitpost.org/sisi-butte/985853
Skinner's Butte,682,208,44.05841,-123.09449,Mixed,,http://www.summitpost.org/skinner-s-butte/472294
Slide Mountain,1961,598,45.244,-123.353,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/slide-mountain/209157
Slide Mountain (STR Range),8521,2597,44.31137,-118.63962,Hiking,"Summer, Fall",http://www.summitpost.org/slide-mountain-str-range/215183
Smith Rock Group,3200,975,32.84,-113.91,"Hiking, Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/smith-rock-group/151526
Smith:  Kiss Of The Lepers Buttress,3300,1006,,,,,http://www.summitpost.org/smith-kiss-of-the-lepers-buttress/152181
Smith:  Mesa Verde Wall,3300,1006,44.3669,-121.1466,"Trad Climbing, Sport Climbing, Aid Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/smith-mesa-verde-wall/154664
Smith:  Monkey Face,3400,1036,44.3678,-121.1455,,,http://www.summitpost.org/smith-monkey-face/151478
Smith:  Morning Glory Wall,3000,914,,,,,http://www.summitpost.org/smith-morning-glory-wall/153783
Smith:  Red Wall and Red Ryder Buttress,3000,914,,,,,http://www.summitpost.org/smith-red-wall-and-red-ryder-buttress/152367
Smith:  Spiderman Buttress,3000,914,,,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/smith-spiderman-buttress/152251
Smith:  Staender Ridge,3200,975,,,,,http://www.summitpost.org/smith-staender-ridge/152521
Smith:  The Four Horsemen,3000,914,,,,,http://www.summitpost.org/smith-the-four-horsemen/152255
Smith:  The Marsupials,3400,1036,,,,,http://www.summitpost.org/smith-the-marsupials/151512
Smith: Table Scraps Wall,3000,914,,,,,http://www.summitpost.org/smith-table-scraps-wall/395547
Soda Mountain,6091,1857,42.0647,-122.4781,"Hiking, Trad Climbing, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/soda-mountain/155355
South Chucksney Mtn (OR),5795,1766,43.9167,-122.1135,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/south-chucksney-mtn-or/278116
South Mt Yoran.,7138,2176,43.55601,-122.13123,Scrambling,"Summer, Fall",http://www.summitpost.org/south-mt-yoran/204369
South Saddle Mountain,3464,1056,45.54807,-123.37496,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/south-saddle-mountain/751592
South Sister,10358,3157,44.1036,-121.7681,"Hiking, Mountaineering, Trad Climbing, Sport Climbing, Mixed, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/south-sister/150455
Spencer Butte,2052,625,43.9831,-123.0957,Hiking,,http://www.summitpost.org/spencer-butte/506155
Spire Rock,5127,1563,44.72271,-121.92421,Trad Climbing,"Summer, Fall",http://www.summitpost.org/spire-rock/351616
Squaw Rock (Smith Rock),4168,1270,44.3992,-121.1341,,,http://www.summitpost.org/squaw-rock-smith-rock/152016
Steens Mountain,9733,2967,42.6366,-118.5757,"Hiking, Mountaineering, Bouldering, Mixed, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/steens-mountain/150771
Stein Butte,4400,1341,42.016,-123.102,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/stein-butte/155101
Steins Pillar,4377,1334,44.4112,-120.6203,"Trad Climbing, Aid Climbing","Spring, Summer, Fall",http://www.summitpost.org/steins-pillar/153282
Stevenson BM (OR),8027,2447,42.1221,-117.9255,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/stevenson-bm-or/278900
Strawberry Mountain,9038,2755,44.3167,-118.7167,,,http://www.summitpost.org/strawberry-mountain/151276
Sugarloaf Mountain,2840,866,45.85924,-123.85702,"Hiking, Trad Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/sugarloaf-mountain/778226
Sutton Mountain,4694,1431,44.6499,-120.1519,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/sutton-mountain/203603
Table Rock,4881,1488,44.9702,-122.31,,,http://www.summitpost.org/table-rock/151980
Tam McArthur Rim,7730,2356,,,,,http://www.summitpost.org/tam-mcarthur-rim/154112
Tanner Butte,4500,1372,45.5666,-121.9077,,,http://www.summitpost.org/tanner-butte/153319
The Husband,7524,2293,44.1272,-121.8565,,,http://www.summitpost.org/the-husband/154518
The Twins,7362,2244,43.7064,-121.9722,,,http://www.summitpost.org/the-twins/150564
The Watchman,8013,2442,42.9421,-122.17106,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/the-watchman/157164
The Wife,7054,2150,44.062,-121.824,,,http://www.summitpost.org/the-wife/154303
"East Peak, Mt. Thielsen",8178,2493,43.15604,-122.04789,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/east-peak-mt-thielsen/700245
Mount Thielsen,9182,2799,43.1527,-122.066,"Hiking, Mountaineering, Trad Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-thielsen/150419
Three Fingered Jack,7841,2390,44.4783,-121.8442,,,http://www.summitpost.org/three-fingered-jack/150461
Three Fingers Rock,4783,1458,,,"Hiking, Mountaineering, Sport Climbing, Aid Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/three-fingers-rock/623651
Tidbits Mountain,5185,1580,44.2679,-122.3187,,,http://www.summitpost.org/tidbits-mountain/151064
Tipsoo Peak,8034,2449,43.2176,-122.0379,,,http://www.summitpost.org/tipsoo-peak/151767
Tom Dick and Harry Mountain,5066,1544,45.2903,-121.7903,,,http://www.summitpost.org/tom-dick-and-harry-mountain/150699
Tomlike Mountain,4555,1388,45.6088,-121.801,,,http://www.summitpost.org/tomlike-mountain/153044
Tower Mountain,6850,2088,45.0543,-118.56888,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/tower-mountain/747434
Triangulation Peak,5434,1656,44.7183,-121.9194,,,http://www.summitpost.org/triangulation-peak/150590
Trolls Throne,2500,762,43.21994,-123.56332,"Sport Climbing, Toprope","Spring, Summer, Fall, Winter",http://www.summitpost.org/trolls-throne/575069
Tumalo Mountain,7775,2370,44.0053,-121.6428,,,http://www.summitpost.org/tumalo-mountain/150717
Tumble Rock,4690,1430,44.74238,-122.22731,"Hiking, Trad Climbing, Bouldering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/tumble-rock/201655
Turkey Monster,3900,1189,44.4331,-122.2939,"Trad Climbing, Aid Climbing","Summer, Fall",http://www.summitpost.org/turkey-monster/329554
Turtle Rock,2500,762,43.219,-123.56641,"Sport Climbing, Toprope","Spring, Summer, Fall, Winter",http://www.summitpost.org/turtle-rock/575058
Twelvemile Peak,8144,2482,42.3268,-120.158,,,http://www.summitpost.org/twelvemile-peak/154675
Twin Lakes Mountain,5580,1701,43.22569,-122.59455,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/twin-lakes-mountain/767207
Twin Mountain,8897,2712,44.92824,-118.16506,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/twin-mountain/642300
Twin Peaks,9673,2948,45.3041,-117.3435,,,http://www.summitpost.org/twin-peaks/151286
Union Peak,7709,2350,42.8311,-122.2234,,,http://www.summitpost.org/union-peak/151392
Upper Table Rock,2091,637,42.4757,-122.9191,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/upper-table-rock/154908
Van Patten Butte,8729,2661,44.9497,-118.2029,,,http://www.summitpost.org/van-patten-butte/155106
Venus,7315,2230,42.6457,-122.23749,Scrambling,,http://www.summitpost.org/venus/474596
Vinegar Hill,8131,2478,44.71373,-118.56104,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/vinegar-hill/199814
Wagner Butte,7140,2176,42.1182,-122.7745,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/wagner-butte/199829
Warner Peak (OR),8017,2444,42.4596,-119.7401,,"Spring, Summer, Fall",http://www.summitpost.org/warner-peak-or/154171
Mount Washington (Oregon),7794,2376,44.3325,-121.8372,Mountaineering,,http://www.summitpost.org/mount-washington-oregon/150570
West Pueblo Ridge,8420,2566,42.10403,-118.70744,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/west-pueblo-ridge/504205
Whetstone Mountain,4969,1515,44.865,-122.2079,,,http://www.summitpost.org/whetstone-mountain/151881
Whitehorse Butte,6076,1852,42.25543,-118.20755,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/whitehorse-butte/597482
Wildcat Mountain,1760,536,45.66208,-123.24305,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/wildcat-mountain/752236
Windy Point,4578,1395,44.56314,-119.60322,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/windy-point/723292
Witham Hill,480,146,44.58,-123.301,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/witham-hill/999115
Wizard Island Peak,6933,2113,42.93808,-122.14587,Hiking,"Summer, Fall",http://www.summitpost.org/wizard-island-peak/639853
Wolf Rock,4535,1382,44.3028,-122.1517,,,http://www.summitpost.org/wolf-rock/153008
Yamsay Mountain  (OR),8196,2498,42.9308,-121.3595,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/yamsay-mountain-or/222875
Mount Yoran,7100,2164,43.5585,-122.13226,"Mountaineering, Trad Climbing","Summer, Fall",http://www.summitpost.org/mount-yoran/151273
York Butte,4234,1291,42.399,-123.819,Hiking,"Summer, Fall",http://www.summitpost.org/york-butte/311158
Zig Zag Mountain,5051,1540,45.3463,-121.83775,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/zig-zag-mountain/201755
Abercrombie Mountain,7308,2227,48.9283,-117.4589,Hiking,,http://www.summitpost.org/abercrombie-mountain/152166
Abernathy Peak,8321,2536,48.48,-120.517,,,http://www.summitpost.org/abernathy-peak/152230
Abiel Peak,5365,1635,47.35207,-121.46933,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/abiel-peak/567364
Mount Adams,12276,3742,46.2028,-121.4894,,,http://www.summitpost.org/mount-adams/150198
Agathla Tower,,,,,"Trad Climbing, Sport Climbing, Toprope",,http://www.summitpost.org/agathla-tower/839035
Airport Boulder,500,152,,,Bouldering,,http://www.summitpost.org/airport-boulder/823130
Mount Aix,7766,2367,46.795,-121.2558,,,http://www.summitpost.org/mount-aix/152717
Alaska Mountain,5745,1751,47.46326,-121.34674,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/alaska-mountain/516504
"Alger Alp (""Little Baldy"")",1315,401,48.63431,-122.33896,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/alger-alp-little-baldy/705761
Alpine Baldy,5200,1585,47.74222,-121.24652,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/alpine-baldy/597542
Alpine Lookout,6237,1901,47.81197,-120.86448,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/alpine-lookout/667098
Alta Mountain,6151,1875,47.4408,-121.3308,,,http://www.summitpost.org/alta-mountain/151394
Altoona Hill,1200,366,46.27715,-123.63027,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/altoona-hill/677608
Amabilis Mountain,4570,1393,47.2935,-121.2616,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/amabilis-mountain/523392
American Border Peak,7994,2437,48.9953,-121.6649,,,http://www.summitpost.org/american-border-peak/154887
Amos & Andrew Peaks,8301,2530,48.9244,-120.2326,,,http://www.summitpost.org/amos-andrew-peaks/155216
Amphitheater Mountain,8358,2548,48.9757,-120.1912,,,http://www.summitpost.org/amphitheater-mountain/155206
Anaconda Peak (Gordon Ridge),5050,1539,48.0958,-121.63144,,,http://www.summitpost.org/anaconda-peak-gordon-ridge/800067
Mount Anderson (West Peak),7365,2245,47.7232,-123.3495,,,http://www.summitpost.org/mount-anderson-west-peak/153108
Anderson Mountain,3364,1025,48.64062,-122.25701,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/anderson-mountain/569696
Mount Anderson,7321,2231,47.721,-123.33,,,http://www.summitpost.org/mount-anderson/152143
Mount Angeles,6454,1967,47.9954,-123.4672,,,http://www.summitpost.org/mount-angeles/151878
Mount Ann,5840,1780,48.8165,-121.665,,,http://www.summitpost.org/mount-ann/153759
Mount Annie,6055,1846,48.66136,-119.05385,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-annie/740279
Antler Peak,7017,2139,46.9199,-121.6322,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/antler-peak/736834
Apex Mountain,8297,2529,48.96158,-120.14536,"Hiking, Mountaineering, Trad Climbing, Aid Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/apex-mountain/540041
April Peak,6355,1937,47.7524,-123.12335,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/april-peak/864697
Archer Mountain,2030,619,45.6203,-122.0999,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/archer-mountain/388020
Arches Peak,7945,2422,48.55952,-120.85332,Scrambling,Summer,http://www.summitpost.org/arches-peak/982220
Argonaut Peak,8457,2578,47.47007,-120.8615,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/argonaut-peak/152581
Armstrong Mountain,8138,2480,48.998,-119.939,,,http://www.summitpost.org/armstrong-mountain/153148
Mount Arriva,8215,2504,48.5491,-120.8562,,,http://www.summitpost.org/mount-arriva/150672
Arrowhead Mountain,6030,1838,47.7578,-120.9642,,,http://www.summitpost.org/arrowhead-mountain/154283
Arts Knoll,7220,2201,48.43048,-121.04266,"Hiking, Mountaineering, Trad Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/arts-knoll/857740
Augspurger Mountain,3667,1118,45.7534,-121.7089,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/augspurger-mountain/303904
Austera Peak,8334,2540,48.5693,-121.1021,,,http://www.summitpost.org/austera-peak/152991
Austin Hill,1958,597,48.6893,-122.3267,Hiking,,http://www.summitpost.org/austin-hill/962956
Avalanche Mountain,5360,1634,47.46939,-121.43048,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/avalanche-mountain/663741
Axis Peak,7550,2301,47.50826,-120.87382,Scrambling,"Spring, Summer",http://www.summitpost.org/axis-peak/389855
Azurite Peak,8400,2560,48.6568,-120.752,,,http://www.summitpost.org/azurite-peak/154496
Baby Blue,2080,634,47.93981,-121.7413,Hiking,,http://www.summitpost.org/baby-blue/931706
Bacon Peak,7061,2152,48.66282,-121.52039,"Mountaineering, Scrambling, Skiing","Spring, Summer, Fall",http://www.summitpost.org/bacon-peak/840845
Badger Mountain,1579,481,46.23347,-119.31835,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/badger-mountain/500188
Badger Mountain (WA),4254,1297,47.58378,-120.1474,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/badger-mountain-wa/529650
Mount Baker,10778,3285,48.7775,-121.8119,"Hiking, Mountaineering, Trad Climbing, Ice Climbing, Mixed, Skiing",Summer,http://www.summitpost.org/mount-baker/150195
Bald Eagle Mountain,5680,1731,47.95753,-121.25136,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/bald-eagle-mountain/819492
Bald Eagle Peak,6259,1908,47.61687,-121.27163,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/bald-eagle-peak/818481
Bald Mountain (Cavanaugh),2486,758,48.3658,-122.0448,"Hiking, Sport Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/bald-mountain-cavanaugh/617582
Bald Mountain (Kaisoots Mountain),5481,1671,48.9675,-121.961,,,http://www.summitpost.org/bald-mountain-kaisoots-mountain/934005
Bald Mountain,4780,1457,48.10591,-121.60243,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/bald-mountain/509602
Bald Mountain-East Peak,4851,1479,47.9984,-121.6553,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/bald-mountain-east-peak/667153
Baldy,3212,979,46.79912,-120.42774,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/baldy/875825
Mount Baldy,7049,2149,46.85446,-121.25865,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/mount-baldy/901184
Baldy Hill (Mount Baldy),1664,507,47.18334,-121.95038,Hiking,,http://www.summitpost.org/baldy-hill-mount-baldy/696693
Baldy,6808,2075,47.89513,-123.18935,Hiking,,http://www.summitpost.org/baldy/536450
